"index","fiberhood","f3","netsecfootage","connected","completed","upstreamsection","downstreamchildren","f1percent","f2percent","f3percent","detaileddesignstatus","fiberpullfootage","ponlocationapproved","residentialhhp","strandfootage","constructionpackagestatus","project","permitsapproved","borefootage","asbuiltscomplete","specialprojectsmduhoaother","businesshhp","totalhhp","detaileddesignstartdate","ponsize","projectedborefootage","odc","ponlocationdesigned","detaileddesigncompletiondate","preliminarycxpsenttoconstruction","asbuiltsreceivedfromconstruction","phase","estimatedaerialpercent","estimatedugpercent","estimatedpathfootage","dateconstructionpassedtooperations","poncabinetsetdate","actualactivationdate","constructionstartdate","borefootagecompleted","remainingstrand","targetconstructioncompletedate","actualconstructioncompletedate","asbuiltssenttoengineering","constructionpercentagecompleted","dateopsapprovedforactivation","strandcompleted","targetactivationdate","borefootageremaining","odccabinetready","numpermits","permitapprovalstatus","permitapproveddate","permitsubmitdate","packagestatus","packagehomesearned","rolluphomesearned","downstreamhomes","ringestpackagefootage","ringpackagestatus","ringpercentcomplete","feederestpackagefootage","feederpackagestatus","feederpercentcomplete","f1f2f3estfootage","robustdetail","fhpercentcomplete","fhnetworkstatus","networkstatus","homesearned","ringhomesearnedshare","feederhomesearnedshare","fiberhoodhomesearnedshare","packagepercentcomplete","ring","feeder","hiearchy","hhp","coszonename","coscoalescezonegroup","coszonecurrentstatus","cossurveyorsignup","coszonestatus","cosfhname","cxinfrastructurecompletedate","plannedactivatedate","plannedmogroup","actualactivatedate","litmogroup","infactualcost","infactuallaborcost","infactualmaterialcost","inftotalstrand","inftotalduct","infpathfootage","infcostperpathmile","infcostperhhp","aerestcosttobuild","ugestcosttobuild","estcosttobuild","costtobuild","costperhhp","cabaddress","cabbandwidthtest10gigringcomplete","cabphase","cabsiteplancompleteest","cabrackconfigurecalixequipcomplete","cabstarte7finalconfigalarmfmptestingest","caboepwrmakereadystart","cabagghub","cabodccabinet","cabwirepowerodccabinetstartest","cabaddressrequestsubmitted","cabpermitsreceivedest","cabpermitssubmittedactual","cabe7finalconfigalarmfmptestingcomple","cabsplicetestringfibersstartest","cabcabinetproductionreadyactual","cabsiteplancompleteactual","cabstart10gigringturnuptestest","cabpermitssubmittedest","cabwirepowerodccabinetstartactual","cabpermitsreceivedactual","cabelectricalinspectionapprovedest","cabcabinetproductionreadyest","cabdesignpermitstart","cabwirepowerodccabinetcompleteactual","cabstart10gigringturnuptestactual","cabelectricalinspectionapprovedactual","cabconstructioncompleteactual","cabstartbandwidthtest10gigringactual","caboepwrappapproved","cabconstructionstartest","cabstarte7finalconfigalarmfmptestingactual","cabstartbandwidthtest10gigringest","caboepwrappsubmitted","cabsplicetestringfiberscomplete","cabsplicetestringfibersstartactual","cabsubtendring","cabrackbaseconfigurecalixequipstartest","cab10gigringturnuptestcomplete","cabodccabinetsize","cabconstructioncompleteest","cabrackbaseconfigurecalixequipstartactual","caboepwrconnectcomplete","cabsiteaddressrxd","cabconstructionstartactual","surveymrc","totalsurveys","surveyarpu","activemrc","actualmrc","totalsubscribers","firstinstall","activearpu","actualarpu","scheduledinstalls","firstschedinstall","earliestinstall","surveytakerate","subtakerate","combinedtakerate","penetrationbucket","surveybutnotsub","surveypercent","percentofsurveynowsub","notsubnorsurvey"
10,SV01-FH07,SV01-FH07,0,false,false,WHA01-4,{},0,0,0,Complete,2301.57,"3/22/2021","78.0",94,Sent to Construction,Medina Fiber,,3235,"2022-11-30",,"5.0",83,"2020-06-01",,858,WHA01,"3/22/2021","2020-06-30","2021-04-06","2022-11-04","1",0.09873949579831932,0.9012605042016807,952,"2021-05-21","2021-06-01","2021-10-01","2021-05-21",3235,94,N/A,"2021-05-21","2022-11-04","1.0","2021-09-07",0,"2021-09-07","0.0",YES,0,No Permits,,,LIT,42,42,83,0,Construction Complete,1.0,0,LIT,1.0,952,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,83,12.45,29.049999999999997,41.5,1.0,MWA Ring,WHA01-4,F3,83,Seville 07 (SV01-FH07),Medina,Active,Survey,In-Service,SV01-FH07,"2021-05-21",2021-09-07 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,49548.47,39072.100000000006,10476.369999999999,0,3235,3235,15.32,596.97,1349,16130,17479,49548.47,596.97,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1337.68,22.0,60.8,1077.81,1174.64,19.0,2021-08-11 00:00:00.000,56.73,61.82,,2021-08-11 00:00:00.000,2021-08-11 00:00:00.000,0.27,0.23,0.23,>20%,3.0,0.27,0.86,61.0
11,SV01-FH08,SV01-FH08,0,false,false,WHA01-4,{},0,0,0,Complete,2905.45,"3/22/2021","54.0",0,Sent to Construction,Medina Fiber,,0,"2022-12-07",,"1.0",55,"2020-06-01",,2933,WHA01,"3/22/2021","2020-06-30","2021-03-29","2022-11-18","1",0.0,1.0,2933,"2021-07-19","2021-06-01","2021-10-01","2021-04-26",0,0,N/A,"2021-07-19","2022-11-18","1.0","2021-09-07",0,"2021-09-07","0.0",YES,0,No Permits,,,LIT,28,28,55,0,Construction Complete,1.0,0,LIT,1.0,2933,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,55,8.25,19.25,27.5,1.0,MWA Ring,WHA01-4,F3,55,Seville 08 (SV01-FH08),Medina,Active,Survey,In-Service,SV01-FH08,"2021-07-19",2021-09-07 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,,,,,,,,,0,55140,55140,55140.0,1002.55,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1055.79,15.0,70.39,1019.8199999999999,1003.98,13.0,2021-11-05 00:00:00.000,78.45,77.23,,2021-11-01 00:00:00.000,2021-11-05 00:00:00.000,0.27,0.24,0.24,>20%,2.0,0.27,0.87,40.0
12,SV01-FH09,SV01-FH09,0,false,false,WHA01-4,{},0,0,0,Complete,8789.74,"3/22/2021","189.0",7073,Sent to Construction,Medina Fiber,,3075,"2022-11-07",,"14.0",203,"2020-06-01",,7086,WHA01,"3/22/2021","2020-06-30","2021-03-22","2022-10-26","1",0.49954092803164063,0.5004590719683594,14159,"2021-07-16","2021-06-01","2021-09-07","2021-04-26",3075,-858,N/A,"2021-07-16","2022-10-26","1.0","2021-09-07",7931,"2021-09-07","0.0",YES,0,No Permits,,,LIT,102,102,203,0,Construction Complete,1.0,0,LIT,1.0,14159,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,203,30.45,71.05,101.5,1.0,MWA Ring,WHA01-4,F3,203,Seville 09 (SV01-FH09),Medina,Active,Survey,In-Service,SV01-FH09,"2021-07-16",2021-09-07 00:00:00.000,Sep-2021,2021-09-07 00:00:00.000,Sep-2021,90266.78,67076.87,23189.91,7073,3075,10148,8.9,444.66,101498,133217,234715,90266.78,444.66,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,4267.03,68.0,62.75,3372.38,3685.19,58.0,2021-10-05 00:00:00.000,58.14,63.54,,2021-10-05 00:00:00.000,2021-10-05 00:00:00.000,0.33,0.29,0.29,>30%,10.0,0.33,0.85,135.0
13,SV01-FH10,SV01-FH10,0,false,false,WHA01-4,{},0,0,0,Complete,2976.29,"3/22/2021","99.0",47,Sent to Construction,Medina Fiber,,8264,"2022-05-19",,"0.0",99,"2020-06-01",,20728,WHA01,"3/22/2021","2020-06-30","2021-03-19","2022-05-03","1",0.0022623345367027677,0.9977376654632972,20775,"2021-06-07","2021-06-01","2021-10-01","2021-05-01",8264,47,N/A,"2021-06-07","2022-05-03","1.0","2021-09-07",0,"2021-09-07","0.0",YES,0,No Permits,,,LIT,50,50,99,0,Construction Complete,1.0,0,LIT,1.0,20775,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,99,14.85,34.65,49.5,1.0,MWA Ring,WHA01-4,F3,99,Seville 10 (SV01-FH10),Medina,Active,Signup,In-Service,SV01-FH10,"2021-06-07",2021-09-07 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,121501.37,96858.23,24643.14,47,8264,8311,14.62,1227.29,674,389686,390360,121501.37,1227.29,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2402.4,36.0,66.73,2050.64,2331.05,35.0,2021-08-11 00:00:00.000,58.59,66.6,1,2021-08-11 00:00:00.000,2021-08-11 00:00:00.000,0.36,0.35,0.35,>30%,1.0,0.36,0.97,63.0
168,ME08,ME08,0,false,false,MEF13-2,{},0,0,0,Complete,0.0,,"81.0",0,,Medina Fiber,,6969,,HOA,"0.0",81,"2022-05-13",,8312,MEF13,"7/14/21","2022-06-14",,,"5",0.0,1.0,8312,,,,,0,0,,,,,,0,,"6969.0",NO,2,Not Submitted,,,Construction Package,2,2,81,0,Planning,0.0,0,Construction Package,0.05,8312,"Ring: MEF Ring - Planning, Feeder: MEF13-2 - Construction Package, FH: Construction Package",0.042499999999999996,Construction Package,Construction Package,3,0.0,1.4174999999999998,2.025,0.05,MEF Ring,MEF13-2,F3,81,Medina East 08 (ME08),Medina,Survey,Survey,Survey,ME08,,,,,,,,,,,,,,0,156266,156266,156266.0,1929.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.95,5.0,61.99,,,0.0,,,,,,,0.06,0.0,0.06,<10%,5.0,0.06,0.0,76.0
14,SV01-FH11,SV01-FH11,0,false,false,WHA01-4,{},0,0,0,Complete,9821.93,"3/22/2021","141.0",9604,Sent to Construction,Medina Fiber,,3270,"2022-12-02",,"1.0",142,"2020-06-01",,9800,WHA01,"3/22/2021","2020-06-30","2021-03-26","2022-11-17","1",0.494949494949495,0.5050505050505051,19404,"2021-05-26","2021-06-01","2021-10-01","2021-05-21",3270,1651,N/A,"2021-05-26","2022-11-17","1.0","2021-09-07",7953,"2021-09-07","0.0",YES,0,No Permits,,,LIT,71,71,142,0,Construction Complete,1.0,0,LIT,1.0,19404,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,142,21.3,49.699999999999996,71.0,1.0,MWA Ring,WHA01-4,F3,142,Seville 11 (SV01-FH11),Medina,Active,Signup,In-Service,SV01-FH11,"2021-05-26",2021-09-07 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,96270.36,71258.51,25011.85,9604,3270,12874,7.48,677.96,137817,184240,322057,96270.36,677.96,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2376.36,39.0,60.93,1862.64,2120.17,35.0,2021-10-19 00:00:00.000,53.22,60.58,2,2021-10-19 00:00:00.000,2021-10-19 00:00:00.000,0.27,0.25,0.25,>20%,4.0,0.27,0.9,103.0
15,SV01-FH12,SV01-FH12,0,false,false,WHA01-4,{},0,0,0,Complete,2681.25,"3/22/2021","82.0",0,Sent to Construction,Medina Fiber,,0,"2022-12-07",,"7.0",89,"2020-06-01",,3912,WHA01,"3/22/2021","2020-06-30","2021-03-29","2022-11-18","1",0.0,1.0,3912,"2021-07-19","2021-06-01","2021-10-01","2021-04-26",0,0,N/A,"2021-07-19","2022-11-18","1.0","2021-09-07",0,"2021-09-07","0.0",YES,0,No Permits,,,LIT,44,44,89,0,Construction Complete,1.0,0,LIT,1.0,3912,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,89,13.35,31.15,44.5,1.0,MWA Ring,WHA01-4,F3,89,Seville 12 (SV01-FH12),Medina,Active,Survey,In-Service,SV01-FH12,"2021-07-19",2021-09-07 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,,,,,,,,,0,73546,73546,73546.0,826.36,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1328.6499999999999,23.0,57.77,885.83,1266.93,18.0,2021-09-13 00:00:00.000,49.21,70.39,1,2021-09-13 00:00:00.000,2021-09-13 00:00:00.000,0.26,0.2,0.2,>20%,5.0,0.26,0.78,66.0
16,SV01-FH13,SV01-FH13,0,false,false,WHA01-4,{},0,0,0,Complete,6094.54,"3/22/2021","109.0",6349,Sent to Construction,Medina Fiber,,814,"2022-11-15",,"35.0",144,"2020-06-01",,5974,WHA01,"3/22/2021","2020-06-30","2021-03-23","2022-10-28","1",0.5152154507830885,0.48478454921691144,12323,"2021-08-02","2021-06-01","2021-10-01","2021-05-17",814,106,N/A,"2021-08-02","2022-10-28","1.0","2021-09-07",6243,"2021-09-07","0.0",YES,0,No Permits,,,LIT,72,72,144,0,Construction Complete,1.0,0,LIT,1.0,12323,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,144,21.599999999999998,50.4,72.0,1.0,MWA Ring,WHA01-4,F3,144,Seville 13 (SV01-FH13),Medina,Active,Survey,In-Service,SV01-FH13,"2021-08-02",2021-09-07 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,53259.72,41516.01,11743.710000000001,6349,814,7163,7.44,369.86,91108,112311,203419,53259.72,369.86,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1983.56,28.0,70.84,1470.76,1938.86,27.0,2021-10-11 00:00:00.000,54.47,71.81,,2021-10-11 00:00:00.000,2021-10-11 00:00:00.000,0.19,0.19,0.19,>10%,1.0,0.19,0.96,116.0
17,SV01-FH14,SV01-FH14,0,false,false,WHA01-4,{},0,0,0,Complete,5670.61,"3/22/2021","32.0",6815,Sent to Construction,Medina Fiber,YES,0,"2022-12-05",,"4.0",36,"2021-01-05",,0,WHA01,"3/22/2021","2021-01-05","2021-04-05","2022-11-29","1",1.0,0.0,6815,"2022-01-05","2021-06-01","2022-01-01","2021-12-29",0,0,N/A,"2022-01-05","2022-11-29","1.0","2021-09-07",6815,"2021-09-07","0.0",YES,3,Permits Approved,"2022-03-14",,LIT,18,18,36,0,Construction Complete,1.0,0,LIT,1.0,6815,"Ring: MWA Ring - Construction Complete, Feeder: WHA01-4 - LIT, FH: LIT",1.0,LIT,LIT,36,5.3999999999999995,12.6,18.0,1.0,MWA Ring,WHA01-4,F3,36,Seville 14 (SV01-FH14),Medina,Active,Survey,In-Service,SV01-FH14,"2022-01-05",2021-09-07 00:00:00.000,Sep-2021,2022-01-01 00:00:00.000,Jan-2022,,,,,,,,,97795,0,97795,97795.0,2716.53,,,"1.0",,,,,,WHA01,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,834.76,14.0,59.63,818.78,772.89,13.0,2022-01-18 00:00:00.000,62.98,59.45,,2022-01-18 00:00:00.000,2022-01-18 00:00:00.000,0.39,0.36,0.36,>30%,1.0,0.39,0.93,22.0
18,WC01-FH01,WC01-FH01,0,false,false,WHA02-1,{},0,0,0,Complete,8985.26,"3/23/2021","162.0",0,Sent to Construction,Medina Fiber,,24476,"2022-10-26",,"1.0",163,"2020-12-29",,11041,WHA02,"3/23/2021","2021-03-31","2021-03-02","2022-08-04","1",0.0,1.0,11041,"2021-04-14","2021-06-01","2021-09-12","2021-03-22",24476,0,N/A,"2021-04-14","2022-08-04","1.0","2021-09-12",0,"2021-09-12","0.0",YES,0,No Permits,,,LIT,82,82,163,0,Construction Complete,1.0,0,LIT,1.0,11041,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: LIT",1.0,LIT,LIT,163,24.45,57.05,81.5,1.0,MWA Ring,WHA02-1,F3,163,Westfield Center 01 (WC01-FH01),Medina,Active,Survey,In-Service,WC01-FH01,"2021-04-14",2021-09-12 00:00:00.000,Sep-2021,2021-09-12 00:00:00.000,Sep-2021,361179.02,283653.15,77525.87,0,24549,24549,14.71,2215.82,0,207571,207571,361179.02,2215.82,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,4525.14,64.0,70.71,3925.41,4377.5199999999995,59.0,2021-08-11 00:00:00.000,66.53,74.2,,2021-08-11 00:00:00.000,2021-08-11 00:00:00.000,0.39,0.36,0.36,>30%,5.0,0.39,0.92,99.0
19,WC01-FH02,WC01-FH02,0,false,false,WHA02-1,{},0,0,0,Complete,7404.78,"3/23/2021","104.0",0,Sent to Construction,Medina Fiber,,14340,"2022-08-04",,"7.0",111,"2020-12-29",,5920,WHA02,"3/23/2021","2021-03-31","2021-04-23","2022-06-02","1",0.0,1.0,5920,"2021-05-02","2021-06-01","2021-10-01","2021-04-15",14340,0,N/A,"2021-05-02","2022-06-02","1.0","2021-09-12",0,"2021-09-12","0.0",YES,0,No Permits,,,LIT,56,56,111,0,Construction Complete,1.0,0,LIT,1.0,5920,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: LIT",1.0,LIT,LIT,111,16.65,38.849999999999994,55.5,1.0,MWA Ring,WHA02-1,F3,111,Westfield Center 02 (WC01-FH02),Medina,Active,Survey,In-Service,WC01-FH02,"2021-05-02",2021-09-12 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,213032.42,170463.2,42569.22,0,14183,14183,15.02,1919.21,0,111296,111296,213032.42,1919.21,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2333.48,32.0,72.92,1875.71,2176.06,29.0,2021-10-12 00:00:00.000,64.68,75.04,,2021-10-12 00:00:00.000,2021-10-12 00:00:00.000,0.29,0.26,0.26,>20%,3.0,0.29,0.91,79.0
146,NM10 HOA2,NM10 HOA2,0,false,false,MEE12-2,{},0,0,0,Complete,0.0,,"6.0",0,Ready For QC,Medina Fiber,,585,,HOA,"0.0",6,"2022-05-02",,7571,MEE12,,"2022-06-02",,,"4",0.0,1.0,7571,,,,,0,0,"2023-12-15",,,,,0,"2023-12-29","585.0",NO,0,No Permits,,,Construction Package,0,0,6,0,Permitting,0.075,0,Permitting,0.075,7571,"Ring: MEE Ring - Permitting, Feeder: MEE12-2 - Permitting, FH: Construction Package",0.0625,Construction Package,Construction Package,0,0.0675,0.1575,0.15000000000000002,0.05,MEE Ring,MEE12-2,F3,6,,,,,,,,2023-12-29 00:00:00.000,Dec-2023,,,,,,,,,,,0,142335,142335,142335.0,23722.5,"3492.OOU Trails End, Montville Twp., OH",,"4.0","2022-08-18",,,,MEDAD,MEE12,"9/19/22","2022-08-10","2022-09-02",,,,,,,"8/19/22",,,,"10/7/22","2022-08-10",,,,,,,"9/12/22",,,"8/11/22",,,E,"9/22/22",,ODC 200,"9/16/22",,,"2022-08-11",,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,<10%,0.0,0.0,0.0,6.0
20,WC01-FH03,WC01-FH03,0,false,false,WHA02-1,{},0,0,0,Complete,11564.29,"3/23/2021","169.0",0,Sent to Construction,Medina Fiber,,18478,"2022-07-07",,"1.0",170,"2020-12-29",,11376,WHA02,"3/23/2021","2021-03-31","2021-04-14","2022-06-23","1",0.0,1.0,11376,"2021-05-24","2021-06-01","2021-10-01","2021-05-03",18478,0,N/A,"2021-05-24","2022-06-23","1.0","2021-09-12",0,"2021-09-12","0.0",YES,0,No Permits,,,LIT,85,85,170,0,Construction Complete,1.0,0,LIT,1.0,11376,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: LIT",1.0,LIT,LIT,170,25.5,59.49999999999999,85.0,1.0,MWA Ring,WHA02-1,F3,170,Westfield Center 03 (WC01-FH03),Medina,Active,Survey,In-Service,WC01-FH03,"2021-05-24",2021-09-12 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,274778.01,218211.95,56566.06,0,18226,18226,15.08,1616.34,0,213869,213869,274778.01,1616.34,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,3964.97,61.0,65.0,3403.36,3871.26,58.0,2021-08-11 00:00:00.000,58.68,66.75,,2021-08-11 00:00:00.000,2021-08-11 00:00:00.000,0.36,0.34,0.34,>30%,3.0,0.36,0.95,109.0
21,HK10B,HK10B,0,false,false,HIA02-2,{},0,0,0,,0.0,,,0,,Medina Fiber,,0,,,,64,,,,HIA02,,,,,"7",0.0,0.0,0,,,,,0,0,,,,,,0,,"0.0",NO,0,No Permits,,,Planning,0,0,64,0,Planning,0.0,0,Planning,0.0,0,"Ring: HIA Ring - Planning, Feeder: HIA02-2 - Planning, FH: Planning",0.0,Planning,Planning,0,0.0,0.0,0.0,0.0,HIA Ring,HIA02-2,F3,64,Hinckley 10 B (HK10B),Medina,Survey,Survey,Survey,HK10B,,,,,,,,,,,,,,0,0,0,0.0,0.0,TBD,,"7.0",,,,,HINCKLEY,HIA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,379.94,6.0,63.32,,,0.0,,,,,,,0.09,0.0,0.09,<10%,6.0,0.09,0.0,58.0
22,WC01-FH04,WC01-FH04,0,false,false,WHA02-1,{},0,0,0,Complete,8889.67,"3/23/2021","41.0",0,Sent to Construction,Medina Fiber,,5060,"2022-08-02",,"10.0",51,"2020-12-29",,4021,WHA02,"3/23/2021","2021-03-31","2021-04-28","2022-06-10","1",0.0,1.0,4021,"2021-06-09","2021-06-01","2021-10-01","2021-05-24",5060,0,N/A,"2021-06-09","2022-06-10","1.0","2021-09-12",0,"2021-09-12","0.0",YES,0,No Permits,,,LIT,26,26,51,0,Construction Complete,1.0,0,LIT,1.0,4021,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: LIT",1.0,LIT,LIT,51,7.6499999999999995,17.849999999999998,25.5,1.0,MWA Ring,WHA02-1,F3,51,Westfield Center 04 (WC01-FH04),Medina,Active,Signup,In-Service,WC01-FH04,"2021-06-09",2021-09-12 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,79657.8,63161.55,16496.25,0,5060,5060,15.74,1561.92,0,75595,75595,79657.8,1561.92,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,742.8199999999999,11.0,67.53,630.87,792.4,11.0,2021-08-11 00:00:00.000,57.35,72.04,,2021-08-11 00:00:00.000,2021-08-11 00:00:00.000,0.22,0.22,0.22,>20%,0.0,0.22,1.0,40.0
23,WC01-FH05,WC01-FH05,0,false,false,WHA02-1,{},0,0,0,Complete,13822.57,"3/23/2021","95.0",1881,Sent to Construction,Medina Fiber,,5028,"2022-08-10",,"4.0",99,"2020-12-29",,3284,WHA02,"3/23/2021","2021-03-31","2021-04-19","2022-06-23","1",0.36418199419167474,0.6358180058083253,5165,"2021-06-09","2021-06-01","2021-10-01","2021-05-24",5028,1881,N/A,"2021-06-09","2022-06-23","1.0","2021-09-12",0,"2021-09-12","0.0",YES,0,No Permits,,,LIT,50,50,99,0,Construction Complete,1.0,0,LIT,1.0,5165,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: LIT",1.0,LIT,LIT,99,14.85,34.65,49.5,1.0,MWA Ring,WHA02-1,F3,99,Westfield Center 05 (WC01-FH05),Medina,Active,Survey,In-Service,WC01-FH05,"2021-06-09",2021-09-12 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,65753.02,51745.14,14007.880000000001,1881,3969,5850,11.24,664.17,26992,61739,88731,65753.02,664.17,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,2847.2999999999997,43.0,66.22,2298.6,2699.53,39.0,2021-10-14 00:00:00.000,58.94,69.22,,2021-10-14 00:00:00.000,2021-10-14 00:00:00.000,0.43,0.39,0.39,>40%,4.0,0.43,0.91,56.0
24,WC01-FH05.1,WC01-FH05.1,0,false,false,WHA02-1,{},0,0,0,,0.0,"3/23/2021","10.0",0,,Medina Fiber,YES,0,,"Greenfield, MBU, Mixed","9.0",19,,,,WHA02,"3/23/2021",,,,"1",0.0,0.0,0,,"2021-06-01",,,0,0,,,,,,0,,"0.0",YES,1,Permits Approved,"2022-04-12","2022-01-17",Permits Approved Ready For Construction,1,1,19,0,Construction Complete,1.0,0,LIT,1.0,0,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: Permits Approved Ready For Construction",0.55,Permits Approved Ready For Construction,Permits Approved Ready For Construction,10,2.85,6.6499999999999995,0.9500000000000001,0.1,MWA Ring,WHA02-1,F3,19,Westfield Center 05.1 (WC01-FH05.1),Medina,Survey,Survey,Survey,WC01-FH05.1,,,,,,,,,,,,,,0,0,0,0.0,0.0,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,79.99,2.0,39.99,,,0.0,,,,,,,0.11,0.0,0.11,>10%,2.0,0.11,0.0,17.0
25,WC01-FH06,WC01-FH06,0,false,false,WHA02-1,{},0,0,0,Complete,4468.53,"3/23/2021","45.0",457,Sent to Construction,Medina Fiber,,8752,"2022-08-02",,"0.0",45,"2021-05-03",,4072,WHA02,"3/23/2021","2021-06-03","2021-06-14","2022-06-29","1",0.10090527710311327,0.8990947228968867,4529,"2021-08-31","2021-06-01","2021-10-01","2021-07-01",8752,0,N/A,"2021-08-31","2022-06-29","1.0","2021-09-12",457,"2021-09-12","0.0",YES,0,No Permits,,,LIT,22,22,45,0,Construction Complete,1.0,0,LIT,1.0,4529,"Ring: MWA Ring - Construction Complete, Feeder: WHA02-1 - LIT, FH: LIT",1.0,LIT,LIT,45,6.75,15.749999999999998,22.5,1.0,MWA Ring,WHA02-1,F3,45,Westfield Center 06 (WC01-FH06),Medina,Active,Survey,In-Service,WC01-FH06,"2021-08-31",2021-09-12 00:00:00.000,Sep-2021,2021-10-01 00:00:00.000,Oct-2021,111737.65,90394.25,21343.399999999998,0,7263,7263,15.38,2483.06,6558,76554,83112,111737.65,2483.06,,,"1.0",,,,,,WHA02,,,,,,,"8/01/2021",,,,,,,,,,,,,,,,,,,,,,,,ODC 200,,,,,,1716.59,27.0,63.58,1419.77,1663.14,24.0,2021-11-02 00:00:00.000,59.16,69.3,,2021-11-02 00:00:00.000,2021-11-02 00:00:00.000,0.6,0.53,0.53,>50%,3.0,0.6,0.89,18.0
